# TELESCOPE = UH88
# INSTRUMENT = SNIFS
# OBJECT = 23lli
# CHANNEL = B+R
# EXPNUM = 23_179_081_003
# MJD-OBS = 60123.540295
# DATE-OBS = 2023-06-28T12:58:03
# EXPTIME = 2400.0s
# AIRMASS = 1.19
# FLUXCAL_RMS_B = 0.034 mag
# FLUXCAL_RMS_R = 0.035 mag
# RA = 22:57:39.47
# DEC = 40:32:40.70
# wl fl err
# [A] [erg/s/cm2/A]
4648.480000 3.718805e-16 1.219943e-17
4651.480000 3.781692e-16 1.080528e-17
4654.480000 3.891541e-16 1.109019e-17
4657.480000 3.941201e-16 1.241646e-17
4660.480000 3.731684e-16 1.190646e-17
4663.480000 3.738812e-16 1.071031e-17
4666.480000 3.816323e-16 1.126899e-17
4669.480000 3.929308e-16 1.227203e-17
4672.480000 3.947385e-16 1.172135e-17
4675.480000 3.917276e-16 1.073224e-17
4678.480000 3.885340e-16 1.152345e-17
4681.480000 3.769894e-16 1.216518e-17
4684.480000 3.677660e-16 1.126847e-17
4687.480000 3.663673e-16 1.055870e-17
4690.480000 3.766899e-16 1.164060e-17
4693.480000 3.546811e-16 1.189677e-17
4696.480000 3.487234e-16 1.083485e-17
4699.480000 3.374230e-16 1.038610e-17
4702.480000 3.580964e-16 1.183958e-17
4705.480000 3.795906e-16 1.220365e-17
4708.480000 3.778907e-16 1.082445e-17
4711.480000 3.793224e-16 1.072731e-17
4714.480000 3.632372e-16 1.207786e-17
4717.480000 3.618834e-16 1.205108e-17
4720.480000 3.562065e-16 1.054483e-17
4723.480000 3.529827e-16 1.071747e-17
4726.480000 3.810104e-16 1.216672e-17
4729.480000 3.781537e-16 1.191942e-17
4732.480000 3.685253e-16 1.053870e-17
4735.480000 3.599065e-16 1.090617e-17
4738.480000 3.711533e-16 1.195040e-17
4741.480000 3.682645e-16 1.143912e-17
4744.480000 3.698453e-16 1.057733e-17
4747.480000 3.544377e-16 1.126021e-17
4750.480000 3.604819e-16 1.210779e-17
4753.480000 3.574394e-16 1.125701e-17
4756.480000 3.626348e-16 1.043647e-17
4759.480000 3.753995e-16 1.151501e-17
4762.480000 3.766327e-16 1.200942e-17
4765.480000 3.583108e-16 1.083382e-17
4768.480000 3.647539e-16 1.045414e-17
4771.480000 3.592615e-16 1.169798e-17
4774.480000 3.786355e-16 1.206995e-17
4777.480000 3.801406e-16 1.084880e-17
4780.480000 3.839444e-16 1.070875e-17
4783.480000 3.821829e-16 1.218788e-17
4786.480000 3.856473e-16 1.221599e-17
4789.480000 3.936525e-16 1.078058e-17
4792.480000 4.056770e-16 1.101189e-17
4795.480000 3.894223e-16 1.217918e-17
4798.480000 3.894405e-16 1.201647e-17
4801.480000 3.850422e-16 1.062635e-17
4804.480000 3.743335e-16 1.094145e-17
4807.480000 3.748560e-16 1.200715e-17
4810.480000 3.700990e-16 1.152513e-17
4813.480000 3.632711e-16 1.044816e-17
4816.480000 3.577516e-16 1.108694e-17
4819.480000 3.675276e-16 1.192740e-17
4822.480000 3.771069e-16 1.135672e-17
4825.480000 3.908763e-16 1.069028e-17
4828.480000 3.838306e-16 1.162155e-17
4831.480000 3.865267e-16 1.223452e-17
4834.480000 3.716589e-16 1.134641e-17
4837.480000 3.592844e-16 1.085637e-17
4840.480000 3.595741e-16 1.188530e-17
4843.480000 3.777667e-16 1.214503e-17
4846.480000 3.729046e-16 1.094529e-17
4849.480000 3.669874e-16 1.072065e-17
4852.480000 3.705671e-16 1.223121e-17
4855.480000 3.828877e-16 1.237203e-17
4858.480000 3.814098e-16 1.081418e-17
4861.480000 3.770817e-16 1.088474e-17
4864.480000 3.750449e-16 1.227374e-17
4867.480000 3.733877e-16 1.204905e-17
4870.480000 3.681777e-16 1.061179e-17
4873.480000 3.774285e-16 1.102956e-17
4876.480000 3.827763e-16 1.214687e-17
4879.480000 3.657588e-16 1.165796e-17
4882.480000 3.676421e-16 1.062481e-17
4885.480000 3.594887e-16 1.122118e-17
4888.480000 3.743451e-16 1.215162e-17
4891.480000 3.886669e-16 1.176278e-17
4894.480000 3.666854e-16 1.148032e-17
4897.480000 3.624304e-16 1.225013e-17
5200.480000 3.771532e-16 2.038769e-17
5203.480000 3.632689e-16 2.019814e-17
5206.480000 3.609273e-16 2.015222e-17
5209.480000 3.302117e-16 1.983107e-17
5212.480000 3.557976e-16 1.978016e-17
5215.480000 3.441447e-16 1.919195e-17
5218.480000 3.548610e-16 1.856415e-17
5221.480000 3.322257e-16 1.788433e-17
5224.480000 3.271152e-16 1.726115e-17
5227.480000 3.509586e-16 1.710277e-17
5230.480000 3.467714e-16 1.673918e-17
5233.480000 3.357490e-16 1.612299e-17
5236.480000 3.493137e-16 1.595142e-17
5239.480000 3.483693e-16 1.558238e-17
5242.480000 3.487092e-16 1.529253e-17
5245.480000 3.659051e-16 1.519548e-17
5248.480000 3.583787e-16 1.475697e-17
5251.480000 3.483463e-16 1.442818e-17
5254.480000 3.248682e-16 1.399564e-17
5257.480000 3.131464e-16 1.360972e-17
5260.480000 3.297218e-16 1.359996e-17
5263.480000 3.326376e-16 1.341600e-17
5266.480000 3.297393e-16 1.326213e-17
5269.480000 3.271286e-16 1.308777e-17
5272.480000 3.383740e-16 1.306918e-17
5275.480000 3.474896e-16 1.314300e-17
5278.480000 3.297723e-16 1.302427e-17
5281.480000 3.143285e-16 1.286455e-17
5284.480000 3.242238e-16 1.292190e-17
5287.480000 3.318547e-16 1.298390e-17
5290.480000 3.373660e-16 1.305258e-17
5293.480000 3.361998e-16 1.302791e-17
5296.480000 3.362164e-16 1.314397e-17
5299.480000 3.434902e-16 1.311448e-17
5302.480000 3.285122e-16 1.301834e-17
5305.480000 3.399858e-16 1.328846e-17
5308.480000 3.611567e-16 1.357851e-17
5311.480000 3.451848e-16 1.351384e-17
5314.480000 3.317040e-16 1.351190e-17
5317.480000 3.274266e-16 1.361494e-17
