# TELESCOPE = UH88
# INSTRUMENT = SNIFS
# OBJECT = 2022adm
# CHANNEL = B+R
# EXPNUM = 22_043_048_003
# MJD-OBS = 59622.550833
# DATE-OBS = 2022-02-12T13:12:57
# EXPTIME = 1800.0s
# AIRMASS = 1.16
# FLUXCAL_RMS_B = 0.103 mag
# FLUXCAL_RMS_R = 0.067 mag
# RA = 14:27:51.40
# DEC = 28:10:28.99
# wl fl err
# [A] [erg/s/cm2/A]
5259.860000 2.605056e-16 3.043248e-17
5262.860000 2.334152e-16 2.920835e-17
5265.860000 2.631756e-16 2.851785e-17
5268.860000 1.987890e-16 2.696505e-17
5271.860000 2.086943e-16 2.637023e-17
5274.860000 2.302374e-16 2.595990e-17
5277.860000 2.399985e-16 2.523752e-17
5280.860000 2.492246e-16 2.444396e-17
5283.860000 2.496202e-16 2.396497e-17
5286.860000 2.441587e-16 2.368332e-17
5289.860000 2.351984e-16 2.306144e-17
5292.860000 2.393992e-16 2.257868e-17
5295.860000 2.067872e-16 2.191234e-17
5298.860000 2.065687e-16 2.175404e-17
5301.860000 2.171400e-16 2.159338e-17
5304.860000 2.366005e-16 2.162330e-17
5307.860000 2.294844e-16 2.144155e-17
5310.860000 2.292832e-16 2.137974e-17
5313.860000 2.151316e-16 2.108835e-17
5316.860000 1.910279e-16 2.081156e-17
5319.860000 1.954681e-16 2.080156e-17
5322.860000 2.374945e-16 2.142452e-17
5325.860000 2.598755e-16 2.150477e-17
5328.860000 2.535522e-16 2.141157e-17
5331.860000 2.041196e-16 2.098314e-17
5334.860000 1.829946e-16 2.094301e-17
5337.860000 1.740076e-16 2.119425e-17
5340.860000 1.680003e-16 2.144440e-17
5343.860000 1.770894e-16 2.209693e-17
5346.860000 2.177125e-16 2.289294e-17
5349.860000 2.217284e-16 2.309040e-17
5352.860000 2.105771e-16 2.333184e-17
5355.860000 2.422765e-16 2.396956e-17
5358.860000 2.418925e-16 2.447389e-17
5361.860000 2.520350e-16 2.502166e-17
5364.860000 2.130960e-16 2.425512e-17
5367.860000 2.079213e-16 2.357460e-17
5370.860000 2.375732e-16 2.300775e-17
5373.860000 2.604269e-16 2.266461e-17
5376.860000 2.536395e-16 2.208611e-17
5379.860000 2.279737e-16 2.093177e-17
5382.860000 2.063532e-16 2.023406e-17
5385.860000 1.971262e-16 1.968946e-17
5388.860000 2.048512e-16 1.908164e-17
5391.860000 2.068047e-16 1.869192e-17
5394.860000 2.010201e-16 1.817078e-17
5397.860000 2.040111e-16 1.788391e-17
5400.860000 2.233241e-16 1.764607e-17
5403.860000 2.157890e-16 1.705403e-17
5406.860000 2.016326e-16 1.649348e-17
5409.860000 1.944477e-16 1.612086e-17
5412.860000 2.044149e-16 1.591066e-17
5415.860000 1.997167e-16 1.566228e-17
